year,commodity,port,value,type,unit,quantity,path_id,origin,destination,dest_lat,dest_lang,origin_lat,origin_lang
1767,Silver,Benkulen,0,export,ozs,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1767,Silver,Canton,0,export,ozs,0,23,London,Canton,51.5072,-0.1276,23.1291,113.2644
1767,Stuffs,Bengal,104,export,pieces,33,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1767,Stuffs,Madras,233,export,pieces,35,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1767,Stuffs,Bombay,462,export,pieces,90,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1767,Stuffs,St_Helena,0,export,pieces,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1767,Stuffs,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1767,Stuffs,China,2381,export,pieces,300,14,London,China,51.5072,-0.1276,35.8617,104.1954
1767,Stuffs,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1767,Stuffs,Persia,0,export,pieces,0,24,London,Persia,51.5072,-0.1276,32.4279,53.688
1767,Stuffs,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1767,General Merchandise,Bengal,176484,import,N/A,176484,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1767,General Merchandise,Madras,5369,import,N/A,5369,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1767,General Merchandise,Bombay,72055,import,N/A,72055,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1767,General Merchandise,Canton,77112,import,N/A,77112,25,Canton,London,23.1291,113.2644,51.5072,-0.1276
1767,General Merchandise,Benkulen,163,import,N/A,163,26,Benkulen,London,-3.7928,102.2608,51.5072,-0.1276
1767,General Merchandise,Mocha,0,import,N/A,0,3,Mocha,London,13.3203,43.2473,51.5072,-0.1276
1767,General Merchandise,Balambangan,0,import,N/A,0,27,Balambangan,London,7.2718,116.9264,51.5072,-0.1276
1767,Tea,China,443904,import,lbs,9281880,6,China,London,35.8617,104.1954,51.5072,-0.1276
1767,Textiles,Bengal,482852,import,pieces,566895,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1767,Textiles,Madras,153100,import,pieces,178346,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1767,Textiles,Bombay,68432,import,pieces,154770,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1767,Textiles,China,1347,import,pieces,12000,6,China,London,35.8617,104.1954,51.5072,-0.1276
1768,Broadcloth,Bengal,30847,export,cloths,3298,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1768,Broadcloth,Madras,38590,export,cloths,2760,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1768,Broadcloth,Bombay,96421,export,cloths,6792,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1768,Broadcloth,St_Helena,310,export,cloths,11,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1768,Broadcloth,Benkulen,135,export,cloths,6,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1768,Broadcloth,China,65089,export,cloths,3380,14,London,China,51.5072,-0.1276,35.8617,104.1954
1768,Broadcloth,Angola,0,export,cloths,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1768,Broadcloth,Penang,0,export,cloths,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1768,Broadcloth,Java,0,export,cloths,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1768,Copper,Bengal,42771,export,cwts,7017,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1768,Copper,Madras,30516,export,cwts,5211,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1768,Copper,Bombay,19688,export,cwts,3204,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1768,Copper,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1768,Copper,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1768,Copper,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1768,Copper,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1768,Copper,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1768,Iron,Bengal,3817,export,cwts,4200,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1768,Iron,Madras,3629,export,cwts,4000,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1768,Iron,Bombay,3631,export,cwts,4000,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1768,Iron,St_Helena,47,export,cwts,42,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1768,Iron,Benkulen,962,export,cwts,1000,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1768,Iron,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1768,Iron,Angola,0,export,cwts,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1768,Iron,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1768,Iron,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1768,Lead,Bengal,5004,export,cwts,5624,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1768,Lead,Madras,1891,export,cwts,2200,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1768,Lead,Bombay,3653,export,cwts,4001,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1768,Lead,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1768,Lead,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1768,Lead,China,28291,export,cwts,30999,14,London,China,51.5072,-0.1276,35.8617,104.1954
1768,Lead,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1768,Lead,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1768,Long Ells,Bengal,2088,export,pieces,500,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1768,Long Ells,Madras,4152,export,pieces,1897,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1768,Long Ells,Bombay,13847,export,pieces,5350,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1768,Long Ells,St_Helena,8,export,pieces,4,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1768,Long Ells,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1768,Long Ells,China,44617,export,pieces,19997,14,London,China,51.5072,-0.1276,35.8617,104.1954
1768,Long Ells,Angola,0,export,pieces,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1768,Long Ells,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1768,Long Ells,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1768,General Merchandise,Bengal,41883,export,N/A,41883,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1768,General Merchandise,Madras,32890,export,N/A,32890,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1768,General Merchandise,Bombay,22686,export,N/A,22686,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1768,General Merchandise,St_Helena,11972,export,N/A,11972,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1768,General Merchandise,Benkulen,4527,export,N/A,4527,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1768,General Merchandise,China,245,export,N/A,245,14,London,China,51.5072,-0.1276,35.8617,104.1954
1768,General Merchandise,Madagascar,0,export,N/A,0,18,London,Madagascar,51.5072,-0.1276,-18.7669,46.8691
1768,General Merchandise,Mocha,0,export,N/A,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1768,General Merchandise,Madeira,0,export,N/A,0,20,London,Madeira,51.5072,-0.1276,32.7607,-16.9595
1768,General Merchandise,Angola,0,export,N/A,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1768,General Merchandise,Penang,0,export,N/A,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1768,General Merchandise,Cape,0,export,N/A,0,21,London,Cape,51.5072,-0.1276,-33.9249,18.4241
1768,General Merchandise,Java,0,export,N/A,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1768,General Merchandise,Singapore,0,export,N/A,0,22,London,Singapore,51.5072,-0.1276,1.3521,103.8198
1768,Silver,Bengal,0,export,ozs,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1768,Silver,Madras,0,export,ozs,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1768,Silver,Bombay,0,export,ozs,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1768,Silver,St_Helena,0,export,ozs,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1768,Silver,Mocha,0,export,ozs,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1768,Silver,Benkulen,0,export,ozs,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1768,Silver,Canton,0,export,ozs,0,23,London,Canton,51.5072,-0.1276,23.1291,113.2644
1768,Stuffs,Bengal,19,export,pieces,4,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1768,Stuffs,Madras,213,export,pieces,25,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1768,Stuffs,Bombay,0,export,pieces,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1768,Stuffs,St_Helena,39,export,pieces,13,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1768,Stuffs,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1768,Stuffs,China,10759,export,pieces,970,14,London,China,51.5072,-0.1276,35.8617,104.1954
1768,Stuffs,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1768,Stuffs,Persia,0,export,pieces,0,24,London,Persia,51.5072,-0.1276,32.4279,53.688
1768,Stuffs,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1768,General Merchandise,Bengal,140311,import,N/A,140311,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1768,General Merchandise,Madras,5421,import,N/A,5421,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1768,General Merchandise,Bombay,38365,import,N/A,38365,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1768,General Merchandise,Canton,164614,import,N/A,164614,25,Canton,London,23.1291,113.2644,51.5072,-0.1276
1768,General Merchandise,Benkulen,0,import,N/A,0,26,Benkulen,London,-3.7928,102.2608,51.5072,-0.1276
1768,General Merchandise,Mocha,31787,import,N/A,31787,3,Mocha,London,13.3203,43.2473,51.5072,-0.1276
1768,General Merchandise,Balambangan,0,import,N/A,0,27,Balambangan,London,7.2718,116.9264,51.5072,-0.1276
1768,Tea,China,398098,import,lbs,8793439,6,China,London,35.8617,104.1954,51.5072,-0.1276
1768,Textiles,Bengal,359162,import,pieces,524721,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1768,Textiles,Madras,182456,import,pieces,207950,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1768,Textiles,Bombay,19517,import,pieces,46348,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1768,Textiles,China,24445,import,pieces,10300,6,China,London,35.8617,104.1954,51.5072,-0.1276
1769,Broadcloth,Bengal,54371,export,cloths,3937,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1769,Broadcloth,Madras,28346,export,cloths,2050,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1769,Broadcloth,Bombay,70163,export,cloths,4779,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1769,Broadcloth,St_Helena,163,export,cloths,6,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1769,Broadcloth,Benkulen,312,export,cloths,14,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1769,Broadcloth,China,60742,export,cloths,3061,14,London,China,51.5072,-0.1276,35.8617,104.1954
1769,Broadcloth,Angola,0,export,cloths,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1769,Broadcloth,Penang,0,export,cloths,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1769,Broadcloth,Java,0,export,cloths,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1769,Copper,Bengal,45264,export,cwts,7355,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1769,Copper,Madras,26982,export,cwts,4588,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1769,Copper,Bombay,20300,export,cwts,3210,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1769,Copper,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1769,Copper,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1769,Copper,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1769,Copper,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1769,Copper,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1769,Iron,Bengal,2968,export,cwts,4000,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1769,Iron,Madras,2970,export,cwts,4000,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1769,Iron,Bombay,4899,export,cwts,6536,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1769,Iron,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1769,Iron,Benkulen,1595,export,cwts,2000,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1769,Iron,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1769,Iron,Angola,0,export,cwts,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1769,Iron,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1769,Iron,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1769,Lead,Bengal,5101,export,cwts,5800,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1769,Lead,Madras,1759,export,cwts,1999,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1769,Lead,Bombay,5296,export,cwts,6020,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1769,Lead,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1769,Lead,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1769,Lead,China,37793,export,cwts,42979,14,London,China,51.5072,-0.1276,35.8617,104.1954
1769,Lead,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1769,Lead,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1769,Long Ells,Bengal,6107,export,pieces,2047,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1769,Long Ells,Madras,1296,export,pieces,600,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1769,Long Ells,Bombay,11666,export,pieces,4369,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1769,Long Ells,St_Helena,11,export,pieces,5,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1769,Long Ells,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1769,Long Ells,China,46757,export,pieces,19989,14,London,China,51.5072,-0.1276,35.8617,104.1954
1769,Long Ells,Angola,0,export,pieces,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1769,Long Ells,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1769,Long Ells,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1769,General Merchandise,Bengal,68541,export,N/A,68541,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1769,General Merchandise,Madras,64097,export,N/A,64097,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1769,General Merchandise,Bombay,40216,export,N/A,40216,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1769,General Merchandise,St_Helena,9787,export,N/A,9787,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1769,General Merchandise,Benkulen,6476,export,N/A,6476,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1769,General Merchandise,China,196,export,N/A,196,14,London,China,51.5072,-0.1276,35.8617,104.1954
1769,General Merchandise,Madagascar,0,export,N/A,0,18,London,Madagascar,51.5072,-0.1276,-18.7669,46.8691
1769,General Merchandise,Mocha,50,export,N/A,50,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1769,General Merchandise,Madeira,0,export,N/A,0,20,London,Madeira,51.5072,-0.1276,32.7607,-16.9595
1769,General Merchandise,Angola,0,export,N/A,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1769,General Merchandise,Penang,0,export,N/A,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1769,General Merchandise,Cape,0,export,N/A,0,21,London,Cape,51.5072,-0.1276,-33.9249,18.4241
1769,General Merchandise,Java,0,export,N/A,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1769,General Merchandise,Singapore,0,export,N/A,0,22,London,Singapore,51.5072,-0.1276,1.3521,103.8198
1769,Silver,Bengal,0,export,ozs,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1769,Silver,Madras,0,export,ozs,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1769,Silver,Bombay,0,export,ozs,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1769,Silver,St_Helena,0,export,ozs,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1769,Silver,Mocha,0,export,ozs,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1769,Silver,Benkulen,0,export,ozs,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1769,Silver,Canton,153452,export,ozs,558080,23,London,Canton,51.5072,-0.1276,23.1291,113.2644
1769,Stuffs,Bengal,0,export,pieces,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1769,Stuffs,Madras,67,export,pieces,25,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1769,Stuffs,Bombay,174,export,pieces,23,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1769,Stuffs,St_Helena,43,export,pieces,14,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1769,Stuffs,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1769,Stuffs,China,19572,export,pieces,2360,14,London,China,51.5072,-0.1276,35.8617,104.1954
1769,Stuffs,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1769,Stuffs,Persia,0,export,pieces,0,24,London,Persia,51.5072,-0.1276,32.4279,53.688
1769,Stuffs,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1769,General Merchandise,Bengal,211727,import,N/A,211727,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1769,General Merchandise,Madras,3269,import,N/A,3269,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1769,General Merchandise,Bombay,45266,import,N/A,45266,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1769,General Merchandise,Canton,195938,import,N/A,195938,25,Canton,London,23.1291,113.2644,51.5072,-0.1276
1769,General Merchandise,Benkulen,2592,import,N/A,2592,26,Benkulen,London,-3.7928,102.2608,51.5072,-0.1276
1769,General Merchandise,Mocha,30508,import,N/A,30508,3,Mocha,London,13.3203,43.2473,51.5072,-0.1276
1769,General Merchandise,Balambangan,0,import,N/A,0,27,Balambangan,London,7.2718,116.9264,51.5072,-0.1276
1769,Tea,China,350995,import,lbs,6970305,6,China,London,35.8617,104.1954,51.5072,-0.1276
1769,Textiles,Bengal,604942,import,pieces,804926,1,Bengal,London,22.5726,88.3639,51.5072,-0.1276
1769,Textiles,Madras,78935,import,pieces,88855,7,Madras,London,13.0827,80.2707,51.5072,-0.1276
1769,Textiles,Bombay,31872,import,pieces,75362,4,Bombay,London,19.076,72.8777,51.5072,-0.1276
1769,Textiles,China,88129,import,pieces,16000,6,China,London,35.8617,104.1954,51.5072,-0.1276
1770,Broadcloth,Bengal,59284,export,cloths,4259,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1770,Broadcloth,Madras,10851,export,cloths,849,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1770,Broadcloth,Bombay,59894,export,cloths,4126,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1770,Broadcloth,St_Helena,275,export,cloths,9,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1770,Broadcloth,Benkulen,384,export,cloths,17,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1770,Broadcloth,China,81274,export,cloths,4108,14,London,China,51.5072,-0.1276,35.8617,104.1954
1770,Broadcloth,Angola,0,export,cloths,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1770,Broadcloth,Penang,0,export,cloths,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1770,Broadcloth,Java,0,export,cloths,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1770,Copper,Bengal,43910,export,cwts,6980,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1770,Copper,Madras,23512,export,cwts,4008,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1770,Copper,Bombay,19638,export,cwts,3656,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1770,Copper,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1770,Copper,Benkulen,0,export,cwts,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1770,Copper,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1770,Copper,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1770,Copper,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1770,Iron,Bengal,3191,export,cwts,4000,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1770,Iron,Madras,3492,export,cwts,4000,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1770,Iron,Bombay,1914,export,cwts,2400,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1770,Iron,St_Helena,44,export,cwts,39,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1770,Iron,Benkulen,1793,export,cwts,2080,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1770,Iron,China,0,export,cwts,0,14,London,China,51.5072,-0.1276,35.8617,104.1954
1770,Iron,Angola,0,export,cwts,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1770,Iron,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1770,Iron,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1770,Lead,Bengal,5636,export,cwts,6599,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1770,Lead,Madras,2733,export,cwts,3200,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1770,Lead,Bombay,4307,export,cwts,5046,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1770,Lead,St_Helena,0,export,cwts,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1770,Lead,Benkulen,342,export,cwts,400,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1770,Lead,China,38616,export,cwts,45200,14,London,China,51.5072,-0.1276,35.8617,104.1954
1770,Lead,Penang,0,export,cwts,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1770,Lead,Java,0,export,cwts,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1770,Long Ells,Bengal,12265,export,pieces,4250,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1770,Long Ells,Madras,1275,export,pieces,600,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1770,Long Ells,Bombay,9556,export,pieces,3940,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1770,Long Ells,St_Helena,11,export,pieces,5,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1770,Long Ells,Benkulen,0,export,pieces,0,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1770,Long Ells,China,46033,export,pieces,20000,14,London,China,51.5072,-0.1276,35.8617,104.1954
1770,Long Ells,Angola,0,export,pieces,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1770,Long Ells,Penang,0,export,pieces,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1770,Long Ells,Java,0,export,pieces,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1770,General Merchandise,Bengal,22973,export,N/A,22973,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1770,General Merchandise,Madras,73569,export,N/A,73569,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1770,General Merchandise,Bombay,33646,export,N/A,33646,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1770,General Merchandise,St_Helena,12239,export,N/A,12239,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1770,General Merchandise,Benkulen,7273,export,N/A,7273,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1770,General Merchandise,China,262,export,N/A,262,14,London,China,51.5072,-0.1276,35.8617,104.1954
1770,General Merchandise,Madagascar,0,export,N/A,0,18,London,Madagascar,51.5072,-0.1276,-18.7669,46.8691
1770,General Merchandise,Mocha,0,export,N/A,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1770,General Merchandise,Madeira,0,export,N/A,0,20,London,Madeira,51.5072,-0.1276,32.7607,-16.9595
1770,General Merchandise,Angola,0,export,N/A,0,15,London,Angola,51.5072,-0.1276,-11.2027,17.8739
1770,General Merchandise,Penang,0,export,N/A,0,16,London,Penang,51.5072,-0.1276,5.4141,100.3288
1770,General Merchandise,Cape,0,export,N/A,0,21,London,Cape,51.5072,-0.1276,-33.9249,18.4241
1770,General Merchandise,Java,0,export,N/A,0,17,London,Java,51.5072,-0.1276,-7.6145,110.7122
1770,General Merchandise,Singapore,0,export,N/A,0,22,London,Singapore,51.5072,-0.1276,1.3521,103.8198
1770,Silver,Bengal,0,export,ozs,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1770,Silver,Madras,0,export,ozs,0,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1770,Silver,Bombay,0,export,ozs,0,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
1770,Silver,St_Helena,0,export,ozs,0,12,London,St_Helena,51.5072,-0.1276,-15.965,-5.7089
1770,Silver,Mocha,0,export,ozs,0,19,London,Mocha,51.5072,-0.1276,13.3203,43.2473
1770,Silver,Benkulen,19620,export,ozs,69760,13,London,Benkulen,51.5072,-0.1276,-3.7928,102.2608
1770,Silver,Canton,223668,export,ozs,797264,23,London,Canton,51.5072,-0.1276,23.1291,113.2644
1770,Stuffs,Bengal,0,export,pieces,0,9,London,Bengal,51.5072,-0.1276,22.5726,88.3639
1770,Stuffs,Madras,127,export,pieces,15,10,London,Madras,51.5072,-0.1276,13.0827,80.2707
1770,Stuffs,Bombay,173,export,pieces,25,11,London,Bombay,51.5072,-0.1276,19.076,72.8777
